record,S1r1,S1r2,S1r3,S1r4,S1r5,S1r6,MRK_Sample,age,MRK_Age,gender,S6r1,S6r2,S6r3,S6r4,numdogs,S9,S10,M1r1,M1r2,M1r3,M1r4,M1r5,M1r6,M1r7,M1r8,M1r9,M1r10,M1r11,M1r12,M1r13,M1r14,M1r15,M1r16,M1r17,M1r18,M2r1,M2r2,M2r3,M2r4,M2r5,M2r6,M2r7,M2r8,M2r9,M2r10,M3r1,M3r2,M3r3,M3r4,M3r5,M3r6,M3r7,M3r8,M3r9,M3r10,M3r11,M3r12,M4r1,M4r2,M4r3,M4r4,M4r5,M4r6,M4r7,M4r8,M4r9,M4r10,M4r11,M4r12,M4r13,M4r14,M4r15,M4r16,M4r17,M4r18,M4r19,M4r20,M5r1,M5r2,M5r3,M5r4,M5r5,M5r6,M5r7,M6,M7r1,M7r2,M7r3,M7r4,M7r5,M7r6,M7r7,M7r8,M7r9,M7r10,M7r11,M7r12,M7r13,M7r14,M7r15,M7r16,M7r17,M7r18,M7r19,M7r20,M7r21,M7r22,M7r23,M7r24,M7r25,M7r26,M7r27,M7r28,M7r29,D1,D1b,D2,D3,D4,D5,D6,D7,S2,state,S8,M1r4_rev,M1r6_rev,M1r9_rev,M1r12_rev,M1r15_rev,M1r17_rev,PAStotal,socSupport,depress,gad7
581,0,0,0,0,0,1,2,68,5,2,4,4,4,2, , , ,7,6,7,1,7,1,7,6,1,5,7,1,2,6,2,7,1,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,6,6,7,6,7,7,5,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,4,5,4,1,1,3,5,6,4,4,4,2,4,4,5,4,4,3,4,6,4,2,1,4,4,2,2,2,2,2,5,5,3,2,1,5,4,5, ,7,7,7,7,6,7,115,79,22,1
582,0,0,0,0,0,1,2,73,5,2,4,4,4,4, , , ,7,7,7,1,7,1,7,7,1,7,7,1,1,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,6,4,6,6,4,5,5,5,5,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,2,4,6,5,4,2,5,6,6,1,6,5,2,2,6,6,6,6,2,5,6,6,1,1,5,5,1,4,1,1,5,4,5,3,2,1,1,4,17, ,7,7,7,7,7,7,120,60,20,0
591,0,0,0,0,0,1,2,70,5,2,3,4,3,4, , , ,6,4,5,1,6,1,7,5,2,3,6,1,5,6,2,5,1,5,4,4,4,4,4,4,4,4,4,3,6,6,6,6,6,4,5,5,5,6,5,5,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,0,0,0,0,0,0,0, ,1,3,6,5,3,2,2,4,6,2,4,4,2,4,4,4,4,4,2,5,5,5,3,2,5,4,2,2,2,1,4,4,5,2,2,1,2,4,42, ,7,7,6,7,6,7,103,65,29,0
609,1,1,0,0,0,0,1,74,5,2,5,4,5,4,1,4,2,5,2,5,3,5,1,2,5,2,3,5,1,3,6,2,5,1,4,5,3,3,3,3,3,3,3,3,3,7,6,6,7,6,5,6,7,5,6,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,4,4,5,5,3,2,4,3,5,2,4,5,3,3,4,5,4,4,2,4,5,5,3,1,4,4,2,3,1,2,2,3,1,3,2,1,3, ,44,4,5,7,6,7,6,7,88,72,20,0
627,0,0,0,0,0,1,2,70,5,2,3,4,3,4, , , ,7,6,6,1,7,1,7,6,1,7,7,1,4,7,1,6,1,6,5,5,5,5,5,5,5,4,4,4,7,7,7,7,7,6,6,6,6,7,6,6,2,2,3,2,3,2,3,2,1,3,1,2,2,1,1,1,1,1,1,2,1,1,1,1,0,0,0,1,2,4,5,4,2,4,5,4,4,5,5,5,2,3,4,4,5,4,2,3,4,5,4,3,3,4,3,2,3,2,2,5,5,3,2,1,4,4,32, ,7,7,7,7,7,7,118,78,36,4
688,1,0,0,0,0,0,1,69,5,2,4,4,5,2,1,5,2,7,6,7,1,7,1,7,7,1,7,7,1,1,7,1,7,1,7,5,5,4,4,5,4,5,4,4,5,6,6,6,6,5,3,5,7,5,6,6,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0, ,1,6,6,5,1,3,5,5,5,1,5,5,3,1,6,6,5,5,6,5,6,6,1,1,6,4,1,1,1,1,5,3,5,3,2,1,1, ,22,5,7,7,7,7,7,7,119,65,22,0
700,1,1,0,0,0,0,1,67,5,2,3,3,5,3,2,5,2,6,3,7,1,6,1,7,6,1,6,7,1,1,7,1,6,1,6,5,5,5,5,5,5,5,5,5,5,3,7,5,5,4,3,3,5,3,5,5,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,1,0,0,0,1,1,4,5,5,3,1,4,6,5,2,4,5,2,2,5,5,4,5,2,5,4,5,2,1,4,4,1,1,2,2,5,3,2,1,2,1,4, ,6,5,7,7,7,7,7,7,110,51,23,1
702,1,0,0,0,0,0,1,68,5,2,4,3,4,4,1,5,2,6,7,7,1,7,1,5,6,3,4,6,2,1,7,1,6,1,7,5,5,5,5,5,5,5,5,5,5,3,3,5,4,2,4,3,4,4,3,4,2,1,1,2,1,3,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,0,1,0,0,1,0,1,4,1,4,3,3,1,4,4,4,2,3,3,4,3,4,4,4,2,4,4,4,4,1,1,3,3,2,1,2,2,2,2,2,3,2,1,2, ,38,5,7,7,5,6,7,7,108,41,27,3
727,0,0,0,0,0,1,2,73,5,2,4,2,3,3, , , ,7,6,7,1,7,1,7,6,3,6,7,1,3,7,1,7,1,7,5,5,5,4,5,5,5,5,5,5,6,6,5,7,7,6,6,5,6,7,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,3,5,5,6,1,1,4,4,4,1,5,5,4,4,5,6,5,4,1,5,6,6,3,2,5,4,1,1,1,2,2,5,5,3,2,1,4,4,33, ,7,7,5,7,7,7,117,72,20,0
1226,1,1,0,0,0,0,1,68,5,2,5,5,5,5,1,5,2,6,2,6,1,6,1,5,5,1,4,6,1,2,6,1,6,1,6,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,4,4,4,1,1,4,4,4,1,4,4,1,1,5,5,4,4,1,5,5,5,1,1,5,5,1,1,1,3,5,5,5,3,2,1,3, ,32,5,7,7,7,7,7,7,102,72,20,0
1324,1,0,0,0,0,0,1,66,5,2,5,4,5,3,1,3,2,7,5,7,1,7,1,7,7,1,7,7,1,1,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,5,6,5,1,1,5,5,6,1,5,5,1,1,6,6,6,4,1,5,5,5,1,1,5,6,1,1,1,2,2,3,1,3,2,1,4, ,30,3,7,7,7,7,7,7,118,72,20,0
1326,1,0,0,0,0,0,1,68,5,2,4,3,4,4,3,4,2,5,4,7,1,7,3,7,6,1,5,7,1,5,7,2,7,1,7,5,4,4,4,4,4,4,4,4,4,2,2,2,4,2,4,4,5,5,3,3,5,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,2,4,3,4,3,4,2,5,4,4,1,4,3,4,3,5,4,4,3,3,3,3,3,3,3,2,3,3,3,2,2,6,4,1,3,2,1,2, ,7,4,7,5,7,7,6,7,113,41,23,3
1380,0,0,0,0,0,1,2,70,5,2,3,3,4,2, , , ,7,5,6,1,6,1,4,7,4,5,7,1,1,7,1,6,1,7,5,5,4,4,3,3,5,4,4,4,5,7,4,5,5,5,4,7,7,7,5,7,1,3,3,3,2,1,3,1,1,2,1,2,1,1,1,2,1,1,1,2,0,0,1,0,0,0,1,2,4,2,4,4,2,4,3,3,4,4,4,3,4,5,3,6,4,4,5,4,6,6,4,3,3,4,1,5,2,1,1,5,2,1,2,1,2,5,30, ,7,7,4,7,7,7,107,68,33,2
1389,1,1,0,0,0,0,1,66,5,2,5,5,5,3,1,2,2,7,7,7,1,7,1,7,7,1,1,7,1,5,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,7,7,4,4,7,4,4,5,5,7,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,4,6,5,1,1,4,5,6,1,6,6,5,1,6,5,5,4,1,5,6,6,2,1,5,5,1,1,1,3,4,3,5,2,2,1,4, ,38,2,7,7,7,7,7,7,118,64,20,0
1399,0,0,0,0,0,1,2,71,5,2,2,3,5,2, , , ,7,5,6,1,7,4,6,5,2,5,6,3,3,6,2,4,1,6,4,4,5,5,4,4,4,4,4,4,6,6,4,4,6,5,6,3,6,6,3,5,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,0,0,0,0,0,0,0, ,3,3,4,4,6,3,4,5,4,3,4,3,4,4,3,4,4,4,3,4,4,4,3,3,4,4,3,4,2,2,2,4,1,3,2,4,6,4,5, ,7,4,6,5,6,7,101,60,27,0
1406,1,1,0,0,0,0,1,66,5,2,5,4,5,2,2,4,2,7,5,7,1,7,1,7,7,2,5,7,1,4,7,1,7,1,7,5,3,4,3,5,5,4,5,5,4,6,7,6,6,7,6,6,6,7,7,6,7,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,4,6,5,2,1,6,5,6,1,6,5,2,2,6,6,5,5,1,6,6,6,1,1,6,5,1,1,1,3,3,3,5,2,2,1,3, ,27,4,7,7,6,7,7,7,118,77,24,0
1435,1,1,0,0,0,0,1,65,5,2,5,4,5,4,1,5,2,5,2,6,1,5,1,5,5,1,5,6,1,5,6,1,5,1,5,4,3,3,2,4,3,3,4,4,4,5,6,5,5,5,5,6,6,6,5,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,2,4,5,5,2,5,4,4,6,1,5,5,1,4,4,5,5,4,2,4,5,5,1,1,4,5,1,2,1,3,5,3,2,1,2,1,2, ,38,5,7,7,7,7,7,7,102,65,20,0
1891,0,0,0,0,0,1,2,65,5,2,5,3,4,2, , , ,6,6,7,2,6,1,7,5,3,3,6,1,3,6,2,6,1,6,5,4,4,4,4,4,4,4,4,4,6,6,4,4,6,5,6,5,6,6,5,5,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,0,0,1,0,0,2,3,2,4,4,2,3,3,4,5,2,4,4,3,3,4,4,4,5,3,5,5,4,2,2,4,4,2,2,1,2,2,3,5,1,2,1,2,4,33, ,6,7,5,7,6,7,105,64,27,3
1897,1,1,0,1,0,0,1,65,5,2,4,3,4,3,1,3,2,7,6,7,1,7,1,7,7,1,6,7,1,3,7,1,6,1,7,5,5,5,5,5,5,5,5,5,5,6,7,6,6,7,6,6,7,6,7,6,6,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,0,1,1,2,4,6,6,2,2,6,6,5,2,6,5,2,2,5,6,6,4,2,6,6,6,1,1,5,6,1,1,1,3,3,3,1,3,2,1,6, ,5,3,7,7,7,7,7,7,119,76,24,4
1898,0,0,0,0,0,1,2,67,5,2,4,3,3,2, , , ,6,2,7,1,7,1,7,5,2,2,7,1,3,7,2,6,1,7,5,5,5,5,5,5,5,5,5,3,6,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,0,1,1,0,0,0,1,1,5,6,6,2,2,2,6,6,2,5,5,2,2,5,6,5,5,4,4,6,6,2,1,3,5,2,5,3,2,2,5,1,3,2,1,7,5,21, ,7,7,6,7,6,7,106,83,24,3
1944,1,1,0,0,0,0,1,66,5,2,2,1,1,1,2,2,2,7,7,7,1,7,1,6,7,1,5,7,1,5,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,6,6,1,1,6,1,1,1,1,6,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,5,1,1,1,1,1,1,1,0,0,0,1,3,2,4,1,1,1,4,5,1,4,2,6,1,1,1,6,1,1,1,3,1,1,1,1,1,3,6,1,1,6,6,5,1,2,5,1,2,1,9, ,14,1,7,7,7,7,7,7,121,32,29,6
1963,0,0,0,0,0,1,2,70,5,2,4,2,4,2, , , ,7,6,7,1,7,1,7,7,4,6,7,1,1,7,2,7,1,7,3,3,4,4,3,3,3,3,3,3,6,6,5,5,6,5,6,5,6,6,5,6,2,2,1,2,2,2,2,1,2,3,3,3,2,1,1,2,2,1,2,2,1,1,1,1,1,2,0,2,4,5,6,5,2,3,5,5,5,2,5,3,4,2,4,5,5,5,4,5,5,5,1,1,4,5,2,4,1,1,5,5,5,3,2,1,3,4,32, ,7,7,4,7,6,7,114,67,38,7
1976,1,1,0,0,0,0,1,66,5,2,5,3,5,3,1,2,2,7,4,7,1,7,1,7,4,1,4,7,1,3,7,1,7,1,7,5,2,5,5,5,5,3,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0, ,1,5,6,5,4,1,5,5,6,1,5,6,3,1,6,6,5,6,1,5,5,6,1,1,4,4,1,1,1,1,1,2,5,1,2,1,1, ,14,2,7,7,7,7,7,7,113,84,22,0
2000,1,0,0,0,0,0,1,70,5,2,5,3,4,3,3,5,2,7,7,7,1,7,1,7,6,1,5,7,1,2,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,5,6,3,4,5,1,1,4,1,4,4,1,2,2,2,2,3,2,2,2,1,2,1,1,1,1,1,3,1,1,2,1,0,0,0,0,0,0,1,2,4,1,3,1,6,4,1,2,4,4,2,2,5,5,3,4,2,2,4,3,3,3,4,4,1,1,4,5,5,2,2,2,5,1,2,1,3, ,22,5,7,7,7,7,7,7,118,39,33,1
2015,1,0,0,0,0,0,1,66,5,2,4,3,5,3,1,4,2,6,1,6,1,7,1,7,5,1,7,7,1,7,7,1,7,1,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,1,0,1,1,4,4,4,2,4,4,3,4,2,4,3,4,4,4,4,4,3,2,4,4,4,3,3,4,4,3,2,2,2,2,5,5,2,2,1,7, ,32,4,7,7,7,7,7,7,114,84,24,1
2093,1,0,0,0,0,0,1,71,5,2,5,4,5,4,1,2,2,7,7,7,1,7,1,7,7,1,7,7,1,2,7,1,7,1,7,5,5,5,5,5,5,5,5,5,4,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,0,0,0,0,1,1,4,5,4,4,3,4,5,5,1,4,5,1,3,5,5,5,5,1,5,6,6,2,1,4,5,1,1,1,3,2,4,5,1,2,1,3, ,19,2,7,7,7,7,7,7,121,84,22,2
2104,1,1,0,0,0,0,1,72,5,2,5,4,5,4,1,4,2,7,5,7,1,7,4,3,7,1,4,7,2,2,7,1,7,1,7,5,5,5,5,5,5,5,5,5,3,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,2,6,6,6,4,3,4,6,6,1,4,5,2,3,5,6,5,4,2,4,6,5,5,1,5,5,2,2,1,2,2,5,5,3,2,1,4, ,4,4,7,4,7,6,7,7,108,84,22,0
2141,1,1,0,0,0,0,1,69,5,2,4,2,4,1,1,2,2,7,2,7,1,7,1,7,3,5,1,7,2,2,7,1,6,1,5,5,5,4,5,5,5,5,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,5,6,6,2,1,5,6,6,1,5,5,1,2,5,6,6,5,4,5,4,6,1,1,5,6,1,1,1,1,4,5,5,3,2,1,4, ,46,4,7,7,3,6,7,7,98,84,22,1
2156,1,1,0,0,0,0,1,72,5,2,4,5,5,4,1,5,2,6,5,7,1,6,1,5,7,3,6,7,1,1,7,1,7,1,7,4,3,4,4,4,4,4,4,3,3,7,7,6,6,7,6,6,6,6,7,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,4,6,6,1,1,4,5,6,1,5,6,1,2,6,6,6,6,1,6,6,6,1,1,6,6,1,1,1,2,2,3,5,1,2,1,6, ,40,6,7,7,5,7,7,7,111,76,20,0
2158,1,0,0,0,0,0,1,67,5,2,5,4,4,4,1,5,2,7,6,7,1,7,1,7,7,1,6,7,1,5,7,1,7,1,7,5,5,4,4,5,5,5,5,5,5,7,7,6,7,7,7,7,7,7,7,6,7,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,4,6,5,1,1,5,4,6,1,6,5,5,3,6,6,6,2,1,5,5,5,1,1,4,4,1,2,1,2,5,4,5,1,2,1,2, ,6,5,7,7,7,7,7,7,122,82,21,0
2161,1,0,0,0,0,0,1,65,5,2,4,3,3,4,2,3,2,7,5,6,1,6,2,6,6,4,5,7,1,2,6,1,6,1,6,5,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,5,5,5,2,2,5,5,5,1,5,5,3,3,5,5,5,5,2,5,5,5,1,1,5,5,1,2,1,2,2,2,5,1,2,1,2, ,10,3,7,6,4,7,7,7,106,72,20,0
2200,0,0,0,0,0,1,2,69,5,2,5,5,5,4, , , ,7,3,6,3,6,1,6,4,6,5,7,1,1,6,2,4,1,7,5,3,4,3,3,3,3,4,4,3,6,6,6,7,6,6,6,6,6,6,6,6,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,3,4,4,4,5,5,5,5,6,4,4,4,4,4,5,4,4,4,1,5,6,4,2,1,5,4,1,1,1,1,4,3,5,3,2,1,1,4,40, ,5,7,2,7,6,7,96,73,23,0
2202,1,0,0,0,0,0,1,73,5,2,4,4,4,4,1,5,2,7,5,6,1,7,1,7,6,1,7,7,1,1,7,1,7,1,7,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,5,5,5,2,5,4,5,5,2,5,5,2,2,5,5,5,5,2,5,5,5,2,2,5,5,2,5,2,2,2,4,5,2,2,1,3, ,43,6,7,7,7,7,7,7,116,72,20,0
2217,1,0,0,0,0,0,1,69,5,2,5,5,5,4,1,4,2,7,5,7,1,7,1,7,7,2,5,7,1,3,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,5,6,6,6,5,6,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,2,5,5,5,3,2,3,4,6,2,5,5,3,2,5,5,5,5,2,5,5,5,2,2,5,5,2,2,2,2,2,4,5,1,2,1,3, ,22,4,7,7,6,7,7,7,117,70,22,0
2525,0,0,0,0,0,1,2,65,5,2,3,2,5,3, , , ,7,1,7,1,7,2,7,6,3,5,7,1,1,7,1,7,1,7,5,3,5,3,5,5,4,4,4,4,7,7,6,6,7,7,7,7,7,7,6,7,1,1,2,1,2,1,1,1,1,2,1,2,3,1,1,2,1,1,2,1,0,0,0,0,1,0,0,2,2,6,5,5,2,1,3,6,6,1,3,5,4,1,5,6,6,5,1,6,5,4,2,1,5,4,1,2,1,2,2,5,5,3,2,1,4,4,6, ,7,6,5,7,7,7,108,81,28,1
2547,0,0,0,0,0,1,2,65,5,2,3,1,2,3, , , ,6,5,7,3,7,3,7,6,7,4,7,3,3,7,3,7,3,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,5,4,7,5,7,7,5,3,5,5,5,5,1,1,2,1,1,1,3,3,1,1,5,1,1,5,3,3,1,1,1,1,1,1,1,1,1,4,4,1,4,1,4,3,3,3,3,3,3,4,4,4,3,3,2,2,2,4,4,1,1,4,4,4,5,5,2,5,3,2,1,1,5,9, ,5,5,1,5,5,5,99,75,53,9
2686,0,0,0,0,0,1,2,69,5,2,4,3,4,2, , , ,7,6,5,1,7,1,7,7,2,6,7,1,3,7,1,7,1,7,4,4,4,4,4,4,4,4,4,4,6,6,5,5,6,5,6,5,5,6,5,5,3,2,3,2,2,2,2,1,1,2,1,2,1,1,1,2,1,1,2,2,0,1,1,1,1,1,0,2,4,2,5,3,4,3,5,2,5,2,5,3,4,5,3,6,4,4,4,5,5,4,3,4,3,4,2,3,2,2,2,3,5,3,2,1,2,5,5, ,7,7,6,7,7,7,117,65,34,5
2832,0,0,0,0,0,1,2,74,5,2,4,4,4,3, , , ,6,5,7,1,7,1,7,7,3,6,7,2,2,7,2,7,1,6,4,3,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,5,6,6,6,4,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,3,5,4,5,3,3,4,4,5,3,5,5,3,3,5,5,5,3,3,5,5,5,3,2,4,4,2,3,2,1,5,5,5,1,2,1,2,5,33, ,7,7,5,6,6,7,112,67,23,2
2840,0,0,0,0,0,1,2,70,5,2,3,3,3,3, , , ,6,7,6,1,7,2,7,7,2,6,7,1,3,7,1,7,1,7,5,4,5,4,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,4,6,6,2,1,4,6,6,1,5,5,2,2,6,6,5,3,2,6,5,6,2,1,5,6,2,2,1,2,2,4,1,3,2,1,6,4,43, ,7,6,6,7,7,7,117,83,20,0
2892,0,0,0,0,0,1,2,74,5,2,5,1,1,3, , , ,7,7,7,1,7,1,7,7,1,7,7,1,1,7,1,4,1,7,5,5,5,5,5,5,5,5,5,5,2,5,5,3,1,1,1,4,1,1,2,1,4,5,5,2,5,4,4,1,1,1,5,5,5,2,1,4,1,5,3,1,1,1,1,1,1,1,3,1,4,5,3,6,6,6,2,4,3,1,2,1,5,4,1,6,6,5,6,4,1,1,1,5,1,5,1,6,6,2,5,2,5,2,2,1,1,5,3, ,7,7,7,7,7,7,117,27,64,9
2903,0,0,0,0,0,1,2,71,5,2,5,3,5,3, , , ,7,6,6,1,7,1,7,7,2,7,7,1,1,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,6,6,7,7,6,6,6,7,7,6,7,7,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,3,5,5,6,3,4,5,5,2,5,5,3,4,5,5,5,5,5,5,6,5,1,1,5,5,1,1,1,1,4,3,5,1,2,1,3,4,21, ,7,7,6,7,7,7,117,78,21,0
2961,0,0,0,0,0,1,2,69,5,2,2,2,3,1, , , ,5,5,7,1,7,1,7,7,1,4,7,1,2,7,2,7,1,7,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,2,3,3,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,3,5,4,4,3,3,3,2,5,1,4,4,4,5,5,6,4,4,3,4,5,5,2,3,5,4,2,1,5,1,5,3,5,1,2,1,1,5,38, ,7,7,7,7,6,7,113,43,24,0
3098,0,0,0,0,0,1,2,65,5,2,3,3,3,3, , , ,5,4,5,2,6,1,6,6,3,5,5,2,5,6,2,6,1,5,4,3,4,4,4,4,3,4,4,3,7,7,6,5,7,6,7,7,7,6,6,6,2,1,2,2,3,1,3,1,1,2,3,3,1,1,1,2,1,3,2,1,1,1,1,1,0,0,1,1,4,5,4,5,3,4,3,4,4,2,3,3,4,5,4,4,4,3,2,4,4,4,4,4,2,4,2,4,2,2,2,3,2,3,2,1,3,4,35, ,6,7,5,6,6,7,101,77,36,5
3146,0,0,0,0,0,1,2,73,5,2,3,2,2,2, , , ,7,7,7,1,7,1,7,7,1,7,7,1,1,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,6,7,6,6,7,6,6,6,6,7,7,6,2,1,1,1,2,1,3,1,1,2,2,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0, ,1,5,5,3,3,1,5,4,6,1,5,5,3,3,5,5,3,5,1,5,6,6,1,1,3,5,1,1,1,2,5,2,5,3,2,1,2,5,33, ,7,7,7,7,7,7,120,76,28,0
3162,0,0,0,0,0,1,2,72,5,2,3,2,3,1, , , ,6,5,6,2,6,1,7,4,3,5,6,1,2,6,2,6,1,6,5,5,4,4,5,5,4,4,4,4,6,6,4,4,6,6,6,4,6,6,4,6,3,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0, ,2,4,4,4,2,5,4,4,3,1,4,2,3,4,3,5,5,5,4,3,3,3,3,4,2,3,2,4,1,1,5,4,5,3,2,1,1,4,6, ,6,7,5,7,6,7,103,64,29,0
3377,0,0,0,0,0,1,2,73,5,2,4,5,5,3, , , ,6,1,6,1,6,3,7,7,4,2,6,2,5,6,2,4,1,2,5,5,3,2,3,3,2,3,2,1,7,7,7,7,7,4,4,7,5,7,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,2,6,1,1,1,2,5,6,1,5,6,2,1,6,6,4,6,1,5,6,6,1,1,6,5,1,1,1,2,2,4,5,1,2,1,4,4,33, ,7,5,4,6,6,7,93,75,20,0
3380,0,0,0,0,0,1,2,74,5,2,5,4,5,4, , , ,5,4,7,6,7,1,6,5,5,3,5,2,3,6,3,1,1,6,5,3,4,3,3,3,3,4,4,3,7,5,4,5,5,4,5,6,6,7,6,6,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,4,4,6,4,3,3,5,4,6,3,4,3,3,4,5,6,4,4,2,5,4,5,3,3,5,3,1,2,1,2,2,2,5,1,2,1,2,4,13, ,2,7,3,6,5,7,88,66,25,0
3391,0,0,0,0,0,1,2,73,5,2,5,1,2,2, , , ,7,6,7,1,7,1,7,7,7,5,7,1,4,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,7,7,7,6,6,7,7,7,7,7,7,7,1,2,2,1,5,2,1,1,2,1,1,2,4,1,1,3,1,1,5,2,1,0,1,1,1,1,0,2,4,4,6,5,5,4,1,2,4,5,1,2,5,4,2,6,3,4,6,2,4,3,5,3,3,5,1,4,3,2,2,5,5,3,2,1,6,5,20, ,7,7,1,7,7,7,114,82,39,5
3392,0,0,0,0,0,1,2,66,5,2,3,3,5,1, , , ,7,3,6,2,5,1,6,6,3,7,6,1,5,5,4,5,1,6,5,4,4,4,4,4,4,4,4,4,6,6,6,5,6,5,6,5,5,6,6,5,1,1,2,2,2,2,2,2,1,2,1,3,2,1,1,4,2,1,1,2,1,2,2,2,0,2,1,2,4,4,5,5,6,4,4,3,4,3,3,3,5,4,4,4,5,4,5,5,5,4,5,4,3,5,4,5,2,2,2,5,2,3,2,1,5,4,14, ,6,7,5,7,4,7,103,67,35,10
